Acute Cerebral Edema,Osmotic Demyelination Syndrome (Central Pontine Myelinolysis)
Postoperative menstruating women,Liver transplant recipients
Elderly women taking thiazides,Alcoholic patients
Children,Malnourished patients
Patients with polydipsia secondary to psychiatric disorders,Hypokalemic patients
Hypoxemic patients,Burn patients
Marathon runners,Elderly women taking thiazides
,Hypoxemic patients
,Severe hyponatremia ([Na+] < 105 mmol/L)
