,
Histology,Plasma cell-rich tubulointerstitial nephritis with >10 IgG4-positive plasma cells per high-power field in the most concentrated fielda
,"Tubular basement membrane immune complex deposits by immunofluorescence, immunohistochemistry, and/or electron microscopyb"
Imaging,"Small peripheral low-attenuation cortical nodules, round or wedge-shaped lesions, or diffuse patchy involvement"
,Diffuse marked enlargement of kidneys
Serology,Elevated serum IgG4 or total IgG level
Other organ involvement,"Includes autoimmune pancreatitis, sclerosing cholangitis, inflammatory masses in any organ, sialadenitis, inflammatory aortic aneurysm, lung involvement, retroperitoneal fibrosis"
