INITIAL BP (MMHG)a,,Follow-up Recommendation
**Systolic**,**Diastolic**,
<130,<85,Recheck in 1 year
130-139,85-89,Recheck in 1 year; provide information about lifestyle modification
140-159,90-99,Confirm within 2 months
160-179,100-109,Evaluate or refer to source of care within 1 month
≥180,≥110,"Evaluate or refer to source of care immediately or within 1 week, depending on clinical situation"
