,
"**CKD is defined as abnormalities of kidney structure or function, present for more than 3 months, with implications for health. These may include the following:**",
Markers of kidney damage,Albuminuria (AER ≥ 30 mg/24 h; uACR ≥ 30 mg/g [≥ 3 mg/mmol]);Urine sediment abnormalities;Electrolyte and other abnormalities caused by tubular disorders;Abnormalities detected through histology;Structural abnormalities detected through imaging;History of kidney transplantation
Decreased GFR,GFR < 60 mL/min/1.73 m<sup>2</sup>
