,,
**Compositiona**,Struvite stones,Complete removal necessary to eliminate infection and minimize stone recurrence
,Calcium oxalate monohydrate stones,Difficult to pulverize by ESWL
,Cystine stones,Difficult to pulverize by ESWL
**Stone position**,Lower pole stones,"Fragments less easily evacuated from dependent lower pole calyces, especially if collecting system dilated"
**Anatomic abnormalities**,PUJ obstruction,Prevent passage of fragments after ESWL
,Calyceal diverticula,
**Patient characteristics**,Morbid obesity,Stone cannot be placed in focal point of ESWL machine
,Ureteral obstruction,
