Primary Acid-Base Disorder,Change in Laboratory Parameter,Compensatory Response,Expected Change in Laboratory Parameter with Compensatory Response
Metabolic acidosis,↓ HCO3,Respiratory alkalosis,↓ Paco2;1-1.5 mm Hg for each mEq/L decrease in HCO3 or;Expected Paco2 = 1.5 × [HCO3] + 8 ± 2
Metabolic alkalosis,↑ HCO3,Respiratory acidosis,↑ Paco2;0.6-0.7 mm Hg for each mEq/L increase in HCO3
Respiratory acidosis,↑ Paco2,Metabolic alkalosis,↑ HCO3;Acute: 1 mEq/L for each 10 mm Hg ↑ in PacO2;Chronic: 4 mEq/L for each 10 mm Hg ↑ in PacO2
Respiratory alkalosis,↓ Paco2,Metabolic acidosis,↓ HCO3;Acute: 2 mEq/L for each 10 mm Hg in ↓ Paco2;Chronic: 5 mEq/L for each 10 mm Hg in ↓ Paco2
